(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.6502, 0.3133]. Recommendation = [0.0, 0.2775, -0.0434], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.7436, -0.0028]. Recommendation = [0.0, 0.6502, 0.3133], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.3879, 0.3046]. Recommendation = [0.0, 0.6502, 0.3133], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.7141, 0.6889]. Recommendation = [0.0, 0.5090, 0.2331], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.5286, 0.5079]. Recommendation = [0.0, 0.5090, 0.2331], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.4785, 0.1280]. Recommendation = [0.0, 0.5090, 0.2331], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.8215, 0.4763]. Recommendation = [0.0, 0.5090, 0.2331], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.4399, 0.7420]. Recommendation = [0.0, 0.5090, 0.2331], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.4805, -0.0797]. Recommendation = [0.0, 0.5090, 0.2331], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 1.0204, 0.2805]. Recommendation = [0.0, 0.5090, 0.2331], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.3591, 0.1206]. Recommendation = [0.0, 0.5090, 0.2331], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.5090, 0.2331]. Recommendation = [0.0, 0.5090, 0.2331], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.9042, 0.6372]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.5986, 0.4003]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.7456, 0.8315]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.4862, 0.3814]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.7677, 0.1779]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.2356, 0.4664]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.3940, -0.0317]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.8320, 0.7539]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.7270, -0.3565]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 1.0147, 0.8174]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 1.0999, 0.5919]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.9537, 0.8992]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.3259, 0.3562]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.6783, 0.2454]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.0589, 0.2492]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.2109, 0.0057]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.0503, 0.0527]. Recommendation = [0.0, 0.4271, 0.1127], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.2775, -0.0434] = 454.3284, sampling [1.0, 0.2232, -0.2117]. Recommendation = [0.0, 0.3591, 0.1206], Current Cost = 5034.00, Rho = 1.000
