(iter 5) [0.0, -1.1132, 1.5491] = 442.2307, sampling [0.0, -0.2874, 1.3755]. Recommendation = [0.0, -1.1132, 1.5491], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -1.1132, 1.5491] = 442.2307, sampling [0.0, -0.9809, 1.9529]. Recommendation = [0.0, -1.1132, 1.5491], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -1.1132, 1.5491] = 442.2307, sampling [0.0, 0.5355, 1.2825]. Recommendation = [0.0, -1.1132, 1.5491], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -1.1132, 1.5491] = 442.2307, sampling [0.0, -0.0630, 0.8049]. Recommendation = [0.0, -1.1132, 1.5491], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -1.1132, 1.5491] = 442.2307, sampling [0.0, -0.8376, 1.2405]. Recommendation = [0.0, -1.1132, 1.5491], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -1.1132, 1.5491] = 442.2307, sampling [0.0, -0.7593, 1.6097]. Recommendation = [0.0, -1.1132, 1.5491], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -1.1132, 1.5491] = 442.2307, sampling [0.0, -1.5817, 1.6800]. Recommendation = [0.0, -1.1132, 1.5491], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, -1.1132, 1.5491] = 442.2307, sampling [0.0, -1.2240, 1.1794]. Recommendation = [0.0, -1.1132, 1.5491], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, -1.1132, 1.5491] = 442.2307, sampling [0.0, -0.6662, 0.8238]. Recommendation = [0.0, -1.1386, 1.3573], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, -1.1132, 1.5491] = 442.2307, sampling [0.0, -0.0678, 0.3168]. Recommendation = [0.0, -1.1386, 1.3573], Current Cost = 14000.00, Rho = -1.230
(iter 14) [0.0, -0.0678, 0.3168] = 445.4102, sampling [0.0, -0.3581, 0.4752]. Recommendation = [0.0, -0.0678, 0.3168], Current Cost = 15000.00, Rho = -1.230
(iter 14) [0.0, -0.0678, 0.3168] = 445.4102, sampling [0.0, 0.2790, 0.3590]. Recommendation = [0.0, -0.0678, 0.3168], Current Cost = 16000.00, Rho = -1.230
(iter 16) [0.0, 0.2790, 0.3590] = 447.8779, sampling [0.0, 0.0434, -0.1391]. Recommendation = [0.0, 0.0564, 0.4432], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, 0.0434, -0.1391] = 453.3964, sampling [0.0, -0.2664, 0.0338]. Recommendation = [0.0, 0.0434, -0.1391], Current Cost = 18000.00, Rho = -1.230
(iter 18) [0.0, -0.2664, 0.0338] = 454.5578, sampling [0.0, 0.1116, 0.1390]. Recommendation = [0.0, -0.1170, 0.1289], Current Cost = 19000.00, Rho = -1.230
(iter 18) [0.0, -0.2664, 0.0338] = 454.5578, sampling [0.0, -0.2045, -0.5686]. Recommendation = [0.0, -0.1170, 0.1289], Current Cost = 20000.00, Rho = -1.230
(iter 18) [0.0, -0.2664, 0.0338] = 454.5578, sampling [0.0, -0.2113, -0.2223]. Recommendation = [0.0, -0.1170, 0.1289], Current Cost = 21000.00, Rho = -1.230
(iter 18) [0.0, -0.2664, 0.0338] = 454.5578, sampling [0.0, 0.1996, -0.4714]. Recommendation = [0.0, -0.1170, 0.1289], Current Cost = 22000.00, Rho = -1.230
(iter 18) [0.0, -0.2664, 0.0338] = 454.5578, sampling [0.0, 0.3961, -0.0344]. Recommendation = [0.0, -0.1170, 0.1289], Current Cost = 23000.00, Rho = -1.230
(iter 18) [0.0, -0.2664, 0.0338] = 454.5578, sampling [0.0, 0.7315, 0.4587]. Recommendation = [0.0, 0.0348, 0.0171], Current Cost = 24000.00, Rho = -1.230
(iter 24) [0.0, 0.7315, 0.4587] = 455.6442, sampling [0.0, 0.9007, 0.8580]. Recommendation = [0.0, 0.0348, 0.0171], Current Cost = 25000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, 0.6948, 0.6787]. Recommendation = [0.0, 0.0348, 0.0171], Current Cost = 26000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, 1.2266, 1.1813]. Recommendation = [0.0, 0.0348, 0.0171], Current Cost = 27000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, 1.0711, 1.7226]. Recommendation = [0.0, 0.0348, 0.0171], Current Cost = 28000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, 0.9348, 1.3652]. Recommendation = [0.0, 0.0348, 0.0171], Current Cost = 29000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, 1.6398, 1.5334]. Recommendation = [0.0, 0.0348, 0.0171], Current Cost = 30000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, 1.1815, 0.6367]. Recommendation = [0.0, 0.0348, 0.0171], Current Cost = 31000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, 0.6764, 1.9957]. Recommendation = [0.0, 0.0348, 0.0171], Current Cost = 32000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, 0.9886, 1.0509]. Recommendation = [0.0, 0.0348, 0.0171], Current Cost = 33000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, 0.4187, 0.2279]. Recommendation = [0.0, 0.0348, 0.0171], Current Cost = 34000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, -0.9700, 0.9380]. Recommendation = [0.0, 0.2659, 0.0468], Current Cost = 35000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, 0.5240, 0.4780]. Recommendation = [0.0, 0.2659, 0.0468], Current Cost = 36000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, 0.7682, 0.1940]. Recommendation = [0.0, 0.2659, 0.0468], Current Cost = 37000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, -0.7958, 0.4990]. Recommendation = [0.0, 0.0348, 0.0171], Current Cost = 38000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, -0.5744, 0.1028]. Recommendation = [0.0, 0.2659, 0.0468], Current Cost = 39000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, -0.5714, 0.5318]. Recommendation = [0.0, 0.2659, 0.0468], Current Cost = 40000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, 0.6800, 0.9322]. Recommendation = [0.0, 0.2659, 0.0468], Current Cost = 41000.00, Rho = -1.230
(iter 25) [0.0, 0.9007, 0.8580] = 456.0713, sampling [0.0, -1.3986, 1.4358]. Recommendation = [0.0, 0.2659, 0.0468], Current Cost = 42000.00, Rho = -1.230
