(iter 5) [0.0, -0.2971, -0.0136] = 453.5789, sampling [0.0, -0.2100, 0.5311]. Recommendation = [0.0, -0.2971, -0.0136], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.2971, -0.0136] = 453.5789, sampling [0.0, -0.6646, 0.3076]. Recommendation = [0.0, -0.2971, -0.0136], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.2971, -0.0136] = 453.5789, sampling [0.0, 0.1807, 0.0459]. Recommendation = [0.0, -0.5377, 0.3705], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, -0.0489, 0.2185]. Recommendation = [0.0, -0.3318, 0.2264], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, -0.4525, 1.1626]. Recommendation = [0.0, -0.3318, 0.2264], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, 0.3224, 0.5231]. Recommendation = [0.0, -0.3318, 0.2264], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, -1.2121, 0.3215]. Recommendation = [0.0, 0.1807, 0.0459], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, -0.3568, 0.3116]. Recommendation = [0.0, 0.1807, 0.0459], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, 0.5671, 0.1033]. Recommendation = [0.0, 0.1807, 0.0459], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, -0.5031, 0.6968]. Recommendation = [0.0, 0.1807, 0.0459], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, 0.3703, 0.2343]. Recommendation = [0.0, 0.1807, 0.0459], Current Cost = 15000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, 0.0905, 0.8682]. Recommendation = [0.0, 0.1807, 0.0459], Current Cost = 16000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, 0.1401, -0.2380]. Recommendation = [0.0, 0.1807, 0.0459], Current Cost = 17000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, -0.6801, -0.1430]. Recommendation = [0.0, 0.3576, 0.0886], Current Cost = 18000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, 0.3725, -0.1053]. Recommendation = [0.0, 0.3576, 0.0886], Current Cost = 19000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, -0.2195, -0.2603]. Recommendation = [0.0, 0.3576, 0.0886], Current Cost = 20000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, -0.0624, -0.0791]. Recommendation = [0.0, 0.3576, 0.0886], Current Cost = 21000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, -0.9782, 0.8992]. Recommendation = [0.0, 0.3576, 0.0886], Current Cost = 22000.00, Rho = -1.230
(iter 7) [0.0, 0.1807, 0.0459] = 455.6112, sampling [0.0, 0.7315, 0.5887]. Recommendation = [0.0, 0.3576, 0.0886], Current Cost = 23000.00, Rho = -1.230
(iter 23) [0.0, 0.7315, 0.5887] = 455.9408, sampling [0.0, 0.6016, 0.3819]. Recommendation = [0.0, 0.3576, 0.0886], Current Cost = 24000.00, Rho = -1.230
(iter 24) [0.0, 0.6016, 0.3819] = 456.1011, sampling [0.0, 0.6537, 0.9824]. Recommendation = [0.0, 0.3576, 0.0886], Current Cost = 25000.00, Rho = -1.230
(iter 24) [0.0, 0.6016, 0.3819] = 456.1011, sampling [0.0, 0.9743, 0.2581]. Recommendation = [0.0, 0.3576, 0.0886], Current Cost = 26000.00, Rho = -1.230
(iter 24) [0.0, 0.6016, 0.3819] = 456.1011, sampling [0.0, 1.1613, 0.9146]. Recommendation = [0.0, 0.1086, -0.0568], Current Cost = 27000.00, Rho = -1.230
(iter 24) [0.0, 0.6016, 0.3819] = 456.1011, sampling [0.0, 0.9805, 0.6699]. Recommendation = [0.0, 0.1086, -0.0568], Current Cost = 28000.00, Rho = -1.230
(iter 24) [0.0, 0.6016, 0.3819] = 456.1011, sampling [0.0, 0.8537, 1.4590]. Recommendation = [0.0, 0.1086, -0.0568], Current Cost = 29000.00, Rho = -1.230
(iter 24) [0.0, 0.6016, 0.3819] = 456.1011, sampling [0.0, 0.2667, 1.5019]. Recommendation = [0.0, 0.1086, -0.0568], Current Cost = 30000.00, Rho = -1.230
(iter 24) [0.0, 0.6016, 0.3819] = 456.1011, sampling [0.0, 0.9243, 0.9213]. Recommendation = [0.0, 0.1086, -0.0568], Current Cost = 31000.00, Rho = -1.230
(iter 24) [0.0, 0.6016, 0.3819] = 456.1011, sampling [0.0, 1.3993, 1.2603]. Recommendation = [0.0, 0.1086, -0.0568], Current Cost = 32000.00, Rho = -1.230
(iter 24) [0.0, 0.6016, 0.3819] = 456.1011, sampling [0.0, 1.0458, 1.1727]. Recommendation = [0.0, 0.1086, -0.0568], Current Cost = 33000.00, Rho = -1.230
(iter 24) [0.0, 0.6016, 0.3819] = 456.1011, sampling [0.0, -0.5554, 0.1100]. Recommendation = [0.0, 0.1086, -0.0568], Current Cost = 34000.00, Rho = -1.230
