(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.4941, 0.8692]. Recommendation = [0.0, 0.8137, -0.8816], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.4262, 0.6028]. Recommendation = [0.0, -0.4941, 0.8692], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.5868, 0.5720]. Recommendation = [0.0, -0.4262, 0.6028], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.4370, 0.4012]. Recommendation = [0.0, -0.5868, 0.5720], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.5784, 0.1748]. Recommendation = [0.0, -0.4370, 0.4012], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.4418, 0.2039]. Recommendation = [0.0, -0.5784, 0.1748], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.7729, 0.3950]. Recommendation = [0.0, -0.4418, 0.2039], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.7239, 0.2398]. Recommendation = [0.0, -0.4418, 0.2039], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.3084, 0.3083]. Recommendation = [0.0, -0.4418, 0.2039], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.3505, 0.0745]. Recommendation = [0.0, -0.4418, 0.2039], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.5185, 0.0481]. Recommendation = [0.0, -0.3505, 0.0745], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.2723, 0.1446]. Recommendation = [0.0, -0.3547, 0.1004], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.2966, -0.0867]. Recommendation = [0.0, -0.3547, 0.1004], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.4621, -0.0581]. Recommendation = [0.0, -0.3547, 0.1004], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.1972, 0.0861]. Recommendation = [0.0, -0.3547, 0.1004], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.3347, -0.0405]. Recommendation = [0.0, -0.3547, 0.1004], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.7614, 0.5346]. Recommendation = [0.0, -0.3547, 0.1004], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.2764, 0.2270]. Recommendation = [0.0, -0.3547, 0.1004], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.6228, 0.0030]. Recommendation = [0.0, -0.3547, 0.1004], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.1149, 0.1864]. Recommendation = [0.0, -0.3547, 0.1004], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.1889, -0.1648]. Recommendation = [0.0, -0.1972, 0.0861], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.0395, 0.0536]. Recommendation = [0.0, -0.1972, 0.0861], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.0343, -0.1059]. Recommendation = [0.0, -0.1410, 0.0905], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.3666, -0.2660]. Recommendation = [0.0, -0.1410, 0.0905], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.8137, -0.8816] = 217.9753, sampling [1.0, -0.1446, -0.3355]. Recommendation = [0.0, -0.1410, 0.0905], Current Cost = 5029.00, Rho = 1.000
