(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.3341, 0.3071]. Recommendation = [0.0, 0.0508, -0.4622], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.2967, -0.0763]. Recommendation = [0.0, -0.3341, 0.3071], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.1572, 0.9042]. Recommendation = [0.0, -0.2967, -0.0763], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.0534, 0.1070]. Recommendation = [0.0, -0.2967, -0.0763], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.6162, 0.5954]. Recommendation = [0.0, -0.2410, 0.1030], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.6284, 0.2340]. Recommendation = [0.0, -0.2410, 0.1030], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.1999, -0.3289]. Recommendation = [0.0, -0.2410, 0.1030], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.0571, 0.4183]. Recommendation = [0.0, -0.2410, 0.1030], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.4271, 0.5526]. Recommendation = [0.0, -0.2410, 0.1030], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.0305, -0.1413]. Recommendation = [0.0, -0.2410, 0.1030], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.5019, 0.0941]. Recommendation = [0.0, -0.2410, 0.1030], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.9152, 0.3137]. Recommendation = [0.0, -0.2410, 0.1030], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.6320, 1.0386]. Recommendation = [0.0, -0.2410, 0.1030], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.2410, 0.1030]. Recommendation = [0.0, -0.2410, 0.1030], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.5314, -0.1708]. Recommendation = [0.0, -0.1120, -0.1747], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.0508, -0.4622] = 433.7942, sampling [1.0, -0.9051, 0.7274]. Recommendation = [0.0, -0.1120, -0.1747], Current Cost = 5020.00, Rho = 1.000
