(iter 5) [0.0, 0.2581, 0.5485] = 432.5278, sampling [0.0, -0.4705, 0.8637]. Recommendation = [0.0, 0.2581, 0.5485], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.2581, 0.5485] = 432.5278, sampling [0.0, -0.3003, 0.1529]. Recommendation = [0.0, 0.2581, 0.5485], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.3003, 0.1529] = 454.2164, sampling [0.0, -0.4020, 1.7793]. Recommendation = [0.0, -0.3003, 0.1529], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -0.3003, 0.1529] = 454.2164, sampling [0.0, 0.1598, -0.1728]. Recommendation = [0.0, -0.3003, 0.1529], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, -0.3003, 0.1529] = 454.2164, sampling [0.0, -0.1591, 0.5466]. Recommendation = [0.0, -0.0490, 0.2224], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, -0.3003, 0.1529] = 454.2164, sampling [0.0, -0.9508, 0.3751]. Recommendation = [0.0, -0.3003, 0.1529], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, -0.3003, 0.1529] = 454.2164, sampling [0.0, -0.3264, -0.2610]. Recommendation = [0.0, -0.3003, 0.1529], Current Cost = 11000.00, Rho = -1.230
(iter 6) [0.0, -0.3003, 0.1529] = 454.2164, sampling [0.0, -1.3432, 1.1641]. Recommendation = [0.0, -0.0726, -0.0123], Current Cost = 12000.00, Rho = -1.230
(iter 6) [0.0, -0.3003, 0.1529] = 454.2164, sampling [0.0, -1.9894, 1.7996]. Recommendation = [0.0, -0.0726, -0.0123], Current Cost = 13000.00, Rho = -1.230
(iter 6) [0.0, -0.3003, 0.1529] = 454.2164, sampling [0.0, -0.9536, 0.7828]. Recommendation = [0.0, -0.0726, -0.0123], Current Cost = 14000.00, Rho = -1.230
(iter 6) [0.0, -0.3003, 0.1529] = 454.2164, sampling [0.0, 0.8129, 0.7424]. Recommendation = [0.0, -0.0726, -0.0123], Current Cost = 15000.00, Rho = -1.230
(iter 15) [0.0, 0.8129, 0.7424] = 455.6001, sampling [0.0, 1.5629, 1.3452]. Recommendation = [0.0, -0.0726, -0.0123], Current Cost = 16000.00, Rho = -1.230
(iter 15) [0.0, 0.8129, 0.7424] = 455.6001, sampling [0.0, 0.4981, 0.2139]. Recommendation = [0.0, -0.0726, -0.0123], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, 0.4981, 0.2139] = 455.9314, sampling [0.0, 0.1370, 1.0424]. Recommendation = [0.0, -0.0033, 0.0126], Current Cost = 18000.00, Rho = -1.230
(iter 17) [0.0, 0.4981, 0.2139] = 455.9314, sampling [0.0, 0.1057, 0.1794]. Recommendation = [0.0, -0.0033, 0.0126], Current Cost = 19000.00, Rho = -1.230
(iter 17) [0.0, 0.4981, 0.2139] = 455.9314, sampling [0.0, -0.5557, 0.4555]. Recommendation = [0.0, -0.0033, 0.0126], Current Cost = 20000.00, Rho = -1.230
(iter 17) [0.0, 0.4981, 0.2139] = 455.9314, sampling [0.0, 1.0852, 1.9266]. Recommendation = [0.0, -0.0033, 0.0126], Current Cost = 21000.00, Rho = -1.230
(iter 17) [0.0, 0.4981, 0.2139] = 455.9314, sampling [0.0, 1.8321, 1.9866]. Recommendation = [0.0, -0.0033, 0.0126], Current Cost = 22000.00, Rho = -1.230
(iter 17) [0.0, 0.4981, 0.2139] = 455.9314, sampling [0.0, 1.0434, 1.0502]. Recommendation = [0.0, -0.0033, 0.0126], Current Cost = 23000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, 0.3622, -0.7066]. Recommendation = [0.0, -0.0033, 0.0126], Current Cost = 24000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, 1.4450, 0.6870]. Recommendation = [0.0, -0.0171, 0.0111], Current Cost = 25000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, -0.6197, -0.0217]. Recommendation = [0.0, -0.0171, 0.0111], Current Cost = 26000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, -1.5162, 0.6245]. Recommendation = [0.0, -0.0171, 0.0111], Current Cost = 27000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, -0.8955, 1.2306]. Recommendation = [0.0, -0.0171, 0.0111], Current Cost = 28000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, 1.0647, 1.5399]. Recommendation = [0.0, -0.0171, 0.0111], Current Cost = 29000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, -0.0261, -0.5654]. Recommendation = [0.0, -0.0171, 0.0111], Current Cost = 30000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, 0.4752, -0.1585]. Recommendation = [0.0, -0.0726, -0.0123], Current Cost = 31000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, 1.9846, -1.6642]. Recommendation = [0.0, 0.3128, 0.1216], Current Cost = 32000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, 0.8602, 0.3885]. Recommendation = [0.0, 0.2236, 0.0329], Current Cost = 33000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, 0.5762, 0.9753]. Recommendation = [0.0, -0.0726, -0.0123], Current Cost = 34000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, 0.5866, 1.9951]. Recommendation = [0.0, -0.0726, -0.0123], Current Cost = 35000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, 0.6133, 0.5311]. Recommendation = [0.0, -0.0726, -0.0123], Current Cost = 36000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, -0.0726, -0.0123]. Recommendation = [0.0, -0.0726, -0.0123], Current Cost = 37000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, -0.7663, 0.9302]. Recommendation = [0.0, 0.2236, 0.0329], Current Cost = 38000.00, Rho = -1.230
(iter 23) [0.0, 1.0434, 1.0502] = 456.1507, sampling [0.0, 0.9069, 1.2615]. Recommendation = [0.0, 0.2236, 0.0329], Current Cost = 39000.00, Rho = -1.230
