(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.1900, -0.2455]. Recommendation = [0.0, -0.2665, -0.3440], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.2631, 0.1368]. Recommendation = [0.0, 0.1900, -0.2455], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.5579, 0.0213]. Recommendation = [0.0, 0.2631, 0.1368], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.0540, -0.1367]. Recommendation = [0.0, 0.2631, 0.1368], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.5155, 0.3675]. Recommendation = [0.0, 0.2631, 0.1368], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.4529, 0.1986]. Recommendation = [0.0, 0.4529, 0.1986], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.7553, 0.2479]. Recommendation = [0.0, 0.4529, 0.1986], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.4366, -0.1159]. Recommendation = [0.0, 0.4529, 0.1986], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.2432, 0.4800]. Recommendation = [0.0, 0.4529, 0.1986], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.5990, 0.6212]. Recommendation = [0.0, 0.3732, 0.2124], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.7677, 0.5151]. Recommendation = [0.0, 0.3732, 0.2124], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.5852, 0.2420]. Recommendation = [0.0, 0.3732, 0.2124], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, -0.0152, 0.1478]. Recommendation = [0.0, 0.3732, 0.2124], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, -0.0952, -0.1577]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.2228, 0.2643]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.0947, -0.4016]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.3416, 0.3856]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.7229, -0.2191]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.5307, 0.9047]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.9018, 0.7012]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.9601, 0.5414]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.8003, 0.6615]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.3732, 0.2124]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.6960, 0.5299]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.8525, 0.4275]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.8452, 0.8395]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.3388, -0.2108]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.4296, -0.0365]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.3656, 0.6715]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.6129, 0.2966]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.2665, -0.3440] = 437.4745, sampling [1.0, 0.6503, 0.0904]. Recommendation = [0.0, 0.2352, 0.1266], Current Cost = 5035.00, Rho = 1.000
