(iter 5) [0.0, 0.3263, 0.7854] = 409.7494, sampling [0.0, -0.1626, 0.7828]. Recommendation = [0.0, 0.3263, 0.7854], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3263, 0.7854] = 409.7494, sampling [0.0, 0.0322, 0.4093]. Recommendation = [0.0, 0.3263, 0.7854], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.0322, 0.4093] = 438.6939, sampling [0.0, 0.4431, 0.2986]. Recommendation = [0.0, 0.0322, 0.4093], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.4431, 0.2986] = 454.9452, sampling [0.0, 0.2348, 0.0761]. Recommendation = [0.0, 0.4431, 0.2986], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, 0.1834, 0.2643]. Recommendation = [0.0, 0.2836, 0.1840], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, 0.5769, 0.0098]. Recommendation = [0.0, 0.2836, 0.1840], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, 0.7447, 0.4287]. Recommendation = [0.0, 0.3378, 0.1913], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, 0.4754, 0.4911]. Recommendation = [0.0, 0.3378, 0.1913], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, 0.9184, 0.0630]. Recommendation = [0.0, 0.3378, 0.1913], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, 0.2868, -0.2858]. Recommendation = [0.0, 0.3378, 0.1913], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, -0.0437, -0.0909]. Recommendation = [0.0, 0.3949, 0.1361], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, -0.3008, 0.2551]. Recommendation = [0.0, 0.3949, 0.1361], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, -0.0289, 0.2185]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 17000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, 0.1577, -0.1107]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 18000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, -0.5828, 0.5008]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 19000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, -0.3247, 0.5211]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 20000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, 0.6524, -0.3115]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 21000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, 0.4376, -0.1175]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 22000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, -0.3357, -0.0141]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 23000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, -0.4721, 0.1816]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 24000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, -0.2397, 0.1223]. Recommendation = [0.0, -0.2397, 0.1223], Current Cost = 25000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, -0.0381, -0.3649]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 26000.00, Rho = -1.230
(iter 8) [0.0, 0.2348, 0.0761] = 455.6708, sampling [0.0, 0.3949, 0.1361]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 27000.00, Rho = -1.230
(iter 27) [0.0, 0.3949, 0.1361] = 455.8945, sampling [0.0, 0.7160, 0.8403]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 28000.00, Rho = -1.230
(iter 27) [0.0, 0.3949, 0.1361] = 455.8945, sampling [0.0, 0.6414, 0.6334]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 29000.00, Rho = -1.230
(iter 27) [0.0, 0.3949, 0.1361] = 455.8945, sampling [0.0, 1.0470, 0.6960]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 30000.00, Rho = -1.230
(iter 27) [0.0, 0.3949, 0.1361] = 455.8945, sampling [0.0, 0.9822, 0.4217]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 31000.00, Rho = -1.230
(iter 27) [0.0, 0.3949, 0.1361] = 455.8945, sampling [0.0, 0.2448, -0.6696]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 32000.00, Rho = -1.230
(iter 27) [0.0, 0.3949, 0.1361] = 455.8945, sampling [0.0, -0.4555, 0.3908]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 33000.00, Rho = -1.230
(iter 27) [0.0, 0.3949, 0.1361] = 455.8945, sampling [0.0, 0.0624, 0.0373]. Recommendation = [0.0, 0.0624, 0.0373], Current Cost = 34000.00, Rho = -1.230
(iter 27) [0.0, 0.3949, 0.1361] = 455.8945, sampling [0.0, -0.7427, 0.8887]. Recommendation = [0.0, 0.3949, 0.1361], Current Cost = 35000.00, Rho = -1.230
(iter 27) [0.0, 0.3949, 0.1361] = 455.8945, sampling [0.0, -0.4924, 0.7244]. Recommendation = [0.0, 0.3949, 0.1361], Current Cost = 36000.00, Rho = -1.230
(iter 27) [0.0, 0.3949, 0.1361] = 455.8945, sampling [0.0, -0.8833, 0.5649]. Recommendation = [0.0, 0.3949, 0.1361], Current Cost = 37000.00, Rho = -1.230
(iter 27) [0.0, 0.3949, 0.1361] = 455.8945, sampling [0.0, -0.7470, 0.6960]. Recommendation = [0.0, 0.3949, 0.1361], Current Cost = 38000.00, Rho = -1.230
(iter 27) [0.0, 0.3949, 0.1361] = 455.8945, sampling [0.0, -0.6819, 0.2608]. Recommendation = [0.0, 0.3949, 0.1361], Current Cost = 39000.00, Rho = -1.230
