(iter 5) [0.0, 0.5931, 0.1418] = 451.7289, sampling [0.0, 0.0487, 0.0495]. Recommendation = [0.0, 0.5931, 0.1418], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.0487, 0.0495] = 455.1729, sampling [0.0, 0.3262, -0.3620]. Recommendation = [0.0, 0.0487, 0.0495], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.0487, 0.0495] = 455.1729, sampling [0.0, 0.1660, 0.4794]. Recommendation = [0.0, 0.0487, 0.0495], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.0487, 0.0495] = 455.1729, sampling [0.0, -0.4047, 0.2910]. Recommendation = [0.0, 0.3446, 0.0849], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.0487, 0.0495] = 455.1729, sampling [0.0, -0.2207, -0.3418]. Recommendation = [0.0, 0.1721, 0.1244], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.0487, 0.0495] = 455.1729, sampling [0.0, -0.2621, 0.6731]. Recommendation = [0.0, 0.1721, 0.1244], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 0.0487, 0.0495] = 455.1729, sampling [0.0, 0.6645, -0.8545]. Recommendation = [0.0, -0.0951, 0.1807], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 0.0487, 0.0495] = 455.1729, sampling [0.0, 0.3446, 0.0849]. Recommendation = [0.0, -0.0370, 0.1847], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -0.2940, -0.0299]. Recommendation = [0.0, -0.0951, 0.1807], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -0.8687, 0.6617]. Recommendation = [0.0, -0.1117, 0.0964], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -1.0134, 1.3008]. Recommendation = [0.0, -0.1117, 0.0964], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -0.6094, 0.9732]. Recommendation = [0.0, -0.1117, 0.0964], Current Cost = 16000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -1.3858, 0.9256]. Recommendation = [0.0, -0.1117, 0.0964], Current Cost = 17000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -1.3796, 1.9950]. Recommendation = [0.0, -0.1117, 0.0964], Current Cost = 18000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -0.8768, 1.8836]. Recommendation = [0.0, -0.1117, 0.0964], Current Cost = 19000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -1.8194, 1.6609]. Recommendation = [0.0, -0.1117, 0.0964], Current Cost = 20000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -0.7695, 0.1797]. Recommendation = [0.0, -0.1117, 0.0964], Current Cost = 21000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, 0.0235, -0.7278]. Recommendation = [0.0, -0.1117, 0.0964], Current Cost = 22000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -0.6520, 0.4915]. Recommendation = [0.0, -0.1117, 0.0964], Current Cost = 23000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -0.1439, 0.3412]. Recommendation = [0.0, -0.1117, 0.0964], Current Cost = 24000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, 0.0573, -0.3556]. Recommendation = [0.0, -0.0584, 0.0010], Current Cost = 25000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, 0.6219, -0.2498]. Recommendation = [0.0, -0.0584, 0.0010], Current Cost = 26000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -1.2189, 1.6576]. Recommendation = [0.0, -0.0584, 0.0010], Current Cost = 27000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -0.5972, -0.3164]. Recommendation = [0.0, -0.0584, 0.0010], Current Cost = 28000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -0.9784, 1.0556]. Recommendation = [0.0, -0.0584, 0.0010], Current Cost = 29000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -0.6548, 1.3419]. Recommendation = [0.0, -0.0584, 0.0010], Current Cost = 30000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, -1.2513, 0.3711]. Recommendation = [0.0, -0.0584, 0.0010], Current Cost = 31000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, 0.4618, 0.7670]. Recommendation = [0.0, -0.0584, 0.0010], Current Cost = 32000.00, Rho = -1.230
(iter 12) [0.0, 0.3446, 0.0849] = 455.7556, sampling [0.0, 0.4430, 0.3816]. Recommendation = [0.0, 0.3446, 0.0849], Current Cost = 33000.00, Rho = -1.230
