(iter 5) [0.0, -0.0502, -0.6695] = 410.0381, sampling [0.0, -0.3721, -0.5595]. Recommendation = [0.0, -0.0502, -0.6695], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0502, -0.6695] = 410.0381, sampling [0.0, -0.2927, -0.8398]. Recommendation = [0.0, -0.0502, -0.6695], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.0502, -0.6695] = 410.0381, sampling [0.0, -0.1777, -0.4381]. Recommendation = [0.0, -0.0502, -0.6695], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.1777, -0.4381] = 432.8540, sampling [0.0, -0.3340, -0.2236]. Recommendation = [0.0, -0.1777, -0.4381], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.3340, -0.2236] = 443.2844, sampling [0.0, -0.5025, -0.3266]. Recommendation = [0.0, -0.3340, -0.2236], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -0.3340, -0.2236] = 443.2844, sampling [0.0, -0.3119, -0.3644]. Recommendation = [0.0, -0.3340, -0.2236], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, -0.3340, -0.2236] = 443.2844, sampling [0.0, -0.1586, -0.1797]. Recommendation = [0.0, -0.3340, -0.2236], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, -0.1586, -0.1797] = 450.7595, sampling [0.0, -0.4307, 0.0239]. Recommendation = [0.0, -0.1586, -0.1797], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, -0.4307, 0.0239] = 451.6404, sampling [0.0, -0.2612, 0.0347]. Recommendation = [0.0, -0.4307, 0.0239], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, -0.2612, 0.0347] = 454.5967, sampling [0.0, -0.3455, 0.2853]. Recommendation = [0.0, -0.2612, 0.0347], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, -0.2612, 0.0347] = 454.5967, sampling [0.0, -0.0682, 0.2776]. Recommendation = [0.0, -0.2612, 0.0347], Current Cost = 15000.00, Rho = -1.230
(iter 13) [0.0, -0.2612, 0.0347] = 454.5967, sampling [0.0, -0.0414, -0.0153]. Recommendation = [0.0, -0.2865, 0.1763], Current Cost = 16000.00, Rho = -1.230
(iter 16) [0.0, -0.0414, -0.0153] = 455.1865, sampling [0.0, -0.2680, 0.1963]. Recommendation = [0.0, -0.2680, 0.1963], Current Cost = 17000.00, Rho = -1.230
(iter 16) [0.0, -0.0414, -0.0153] = 455.1865, sampling [0.0, -0.1808, 0.6718]. Recommendation = [0.0, -0.1436, -0.0308], Current Cost = 18000.00, Rho = -1.230
