(iter 5) [0.0, -0.1387, 0.0297] = 454.9925, sampling [0.0, 0.2090, 0.3324]. Recommendation = [0.0, -0.1387, 0.0297], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.1387, 0.0297] = 454.9925, sampling [0.0, -0.0782, 0.5700]. Recommendation = [0.0, -0.1387, 0.0297], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.1387, 0.0297] = 454.9925, sampling [0.0, 0.2765, -0.1237]. Recommendation = [0.0, -0.1387, 0.0297], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.1387, 0.0297] = 454.9925, sampling [0.0, 0.5699, 0.5034]. Recommendation = [0.0, 0.1817, 0.1046], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.1387, 0.0297] = 454.9925, sampling [0.0, 0.6311, 0.0960]. Recommendation = [0.0, 0.1817, 0.1046], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.1387, 0.0297] = 454.9925, sampling [0.0, 0.1817, 0.1046]. Recommendation = [0.0, 0.2437, 0.1239], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, 0.1817, 0.1046] = 455.1188, sampling [0.0, 0.3434, 0.7075]. Recommendation = [0.0, 0.3497, 0.2112], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, 0.1817, 0.1046] = 455.1188, sampling [0.0, 0.4713, 0.2723]. Recommendation = [0.0, 0.3018, 0.0831], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.4713, 0.2723] = 455.7691, sampling [0.0, 0.8654, 0.3953]. Recommendation = [0.0, 0.3018, 0.0831], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.4713, 0.2723] = 455.7691, sampling [0.0, 0.7224, -0.2222]. Recommendation = [0.0, 0.3018, 0.0831], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, 0.4713, 0.2723] = 455.7691, sampling [0.0, -0.0054, 0.2956]. Recommendation = [0.0, 0.3018, 0.0831], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, 0.4713, 0.2723] = 455.7691, sampling [0.0, 0.0018, -0.1850]. Recommendation = [0.0, 0.3018, 0.0831], Current Cost = 16000.00, Rho = -1.230
