(iter 10) [0.0, -0.0677, -0.6972] = 405.9050, sampling [1.0, 0.0135, -0.4183]. Recommendation = [0.0, -0.0677, -0.6972], Current Cost = 5005.00, Rho = 0.215
(iter 10) [0.0, -0.0677, -0.6972] = 405.9050, sampling [1.0, 0.2267, -0.3661]. Recommendation = [0.0, -0.0677, -0.6972], Current Cost = 5006.00, Rho = 0.215
(iter 10) [0.0, -0.0677, -0.6972] = 405.9050, sampling [1.0, -0.0154, -0.7035]. Recommendation = [0.0, -0.0677, -0.6972], Current Cost = 5007.00, Rho = 0.215
(iter 10) [0.0, -0.0677, -0.6972] = 405.9050, sampling [1.0, 0.0752, -0.2245]. Recommendation = [0.0, -0.0677, -0.6972], Current Cost = 5008.00, Rho = 0.215
(iter 10) [0.0, -0.0677, -0.6972] = 405.9050, sampling [1.0, 0.0250, -0.3753]. Recommendation = [0.0, -0.0677, -0.6972], Current Cost = 5009.00, Rho = 0.215
(iter 10) [0.0, -0.0677, -0.6972] = 405.9050, sampling [1.0, 0.1964, -0.5938]. Recommendation = [0.0, -0.0677, -0.6972], Current Cost = 5010.00, Rho = 0.215
(iter 10) [0.0, -0.0677, -0.6972] = 405.9050, sampling [1.0, 0.3605, -0.1149]. Recommendation = [0.0, -0.0677, -0.6972], Current Cost = 5011.00, Rho = 0.215
(iter 10) [0.0, -0.0677, -0.6972] = 405.9050, sampling [1.0, 0.2418, -0.2435]. Recommendation = [0.0, -0.0677, -0.6972], Current Cost = 5012.00, Rho = 0.215
(iter 10) [0.0, -0.0677, -0.6972] = 405.9050, sampling [1.0, -0.0612, -0.3364]. Recommendation = [0.0, -0.0677, -0.6972], Current Cost = 5013.00, Rho = 0.215
(iter 10) [0.0, -0.0677, -0.6972] = 405.9050, sampling [1.0, 0.1342, -0.1001]. Recommendation = [0.0, -0.0677, -0.6972], Current Cost = 5014.00, Rho = 0.215
(iter 10) [0.0, -0.0677, -0.6972] = 405.9050, sampling [1.0, -0.1645, -0.4149]. Recommendation = [0.0, -0.0677, -0.6972], Current Cost = 5015.00, Rho = 0.215
(iter 10) [0.0, -0.0677, -0.6972] = 405.9050, sampling [1.0, 0.3080, -0.3461]. Recommendation = [0.0, -0.0677, -0.6972], Current Cost = 5016.00, Rho = 0.215
(iter 10) [0.0, -0.0677, -0.6972] = 405.9050, sampling [1.0, 0.1896, -0.1868]. Recommendation = [0.0, -0.0677, -0.6972], Current Cost = 5017.00, Rho = 0.215
