(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, 0.3026, 0.7022]. Recommendation = [0.0, -0.5759, 0.3759], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, -0.2078, 0.6729]. Recommendation = [0.0, -0.5759, 0.3759], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, 0.7094, 1.0625]. Recommendation = [0.0, -0.5759, 0.3759], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, 0.7670, 0.7301]. Recommendation = [0.0, -0.5759, 0.3759], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, -0.8353, 0.7557]. Recommendation = [0.0, -0.5759, 0.3759], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, 0.2333, 1.1139]. Recommendation = [0.0, -0.5640, 0.5271], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, -0.5512, 0.6877]. Recommendation = [0.0, -0.5640, 0.5271], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, -1.0463, 1.2273]. Recommendation = [0.0, -0.5759, 0.3759], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, -1.2924, 0.8107]. Recommendation = [0.0, -0.5759, 0.3759], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, -0.7206, 1.0399]. Recommendation = [0.0, -0.5759, 0.3759], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, -1.0707, 1.8696]. Recommendation = [0.0, -0.5759, 0.3759], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, -1.6929, 1.4349]. Recommendation = [0.0, -0.5759, 0.3759], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, 0.3571, 1.9893]. Recommendation = [0.0, -0.5759, 0.3759], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, -0.8916, 1.6051]. Recommendation = [0.0, -0.5759, 0.3759], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, 0.5839, 0.4492]. Recommendation = [0.0, -0.5759, 0.3759], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, -0.0562, 0.3266]. Recommendation = [0.0, 0.7835, 0.5777], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.5759, 0.3759] = 453.6213, sampling [1.0, -0.9551, 0.3916]. Recommendation = [0.0, 0.7835, 0.5777], Current Cost = 5021.00, Rho = 1.000
