(iter 5) [0.0, 0.0692, 0.2236] = 450.6478, sampling [0.0, -0.4495, 0.6032]. Recommendation = [0.0, 0.0692, 0.2236], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.0692, 0.2236] = 450.6478, sampling [0.0, 0.0757, 0.7061]. Recommendation = [0.0, 0.0692, 0.2236], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.0692, 0.2236] = 450.6478, sampling [0.0, -1.0162, 0.5192]. Recommendation = [0.0, 0.0692, 0.2236], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.0692, 0.2236] = 450.6478, sampling [0.0, -0.4043, 0.1525]. Recommendation = [0.0, 0.0692, 0.2236], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.4043, 0.1525] = 454.3161, sampling [0.0, -0.7625, 0.9044]. Recommendation = [0.0, -0.3133, 0.2912], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -0.4043, 0.1525] = 454.3161, sampling [0.0, -0.2459, 0.3721]. Recommendation = [0.0, -0.3133, 0.2912], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, -0.4043, 0.1525] = 454.3161, sampling [0.0, -0.7353, 0.2812]. Recommendation = [0.0, -0.4043, 0.1525], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, -0.4043, 0.1525] = 454.3161, sampling [0.0, -0.3670, 0.9888]. Recommendation = [0.0, -0.4043, 0.1525], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, -0.4043, 0.1525] = 454.3161, sampling [0.0, -1.1096, -0.1150]. Recommendation = [0.0, -0.4043, 0.1525], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, -0.4043, 0.1525] = 454.3161, sampling [0.0, -1.1631, 0.8872]. Recommendation = [0.0, -0.4043, 0.1525], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, -0.4043, 0.1525] = 454.3161, sampling [0.0, -0.7396, 0.6817]. Recommendation = [0.0, -0.4043, 0.1525], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, -0.4043, 0.1525] = 454.3161, sampling [0.0, -0.1537, -0.0160]. Recommendation = [0.0, -0.4043, 0.1525], Current Cost = 16000.00, Rho = -1.230
(iter 16) [0.0, -0.1537, -0.0160] = 454.8116, sampling [0.0, 0.5799, 0.4591]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 17000.00, Rho = -1.230
(iter 16) [0.0, -0.1537, -0.0160] = 454.8116, sampling [0.0, 0.3684, 0.2713]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 18000.00, Rho = -1.230
(iter 16) [0.0, -0.1537, -0.0160] = 454.8116, sampling [0.0, 0.6362, 1.0165]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 19000.00, Rho = -1.230
(iter 16) [0.0, -0.1537, -0.0160] = 454.8116, sampling [0.0, 0.4338, 0.7376]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 20000.00, Rho = -1.230
(iter 16) [0.0, -0.1537, -0.0160] = 454.8116, sampling [0.0, 0.1772, 1.2048]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 21000.00, Rho = -1.230
(iter 16) [0.0, -0.1537, -0.0160] = 454.8116, sampling [0.0, 0.9118, 0.6782]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 22000.00, Rho = -1.230
(iter 16) [0.0, -0.1537, -0.0160] = 454.8116, sampling [0.0, 0.7468, 0.1821]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 23000.00, Rho = -1.230
(iter 16) [0.0, -0.1537, -0.0160] = 454.8116, sampling [0.0, 0.2032, 0.0028]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 24000.00, Rho = -1.230
(iter 24) [0.0, 0.2032, 0.0028] = 455.5167, sampling [0.0, 1.2038, 1.0882]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 25000.00, Rho = -1.230
(iter 24) [0.0, 0.2032, 0.0028] = 455.5167, sampling [0.0, 0.8690, 1.4751]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 26000.00, Rho = -1.230
(iter 24) [0.0, 0.2032, 0.0028] = 455.5167, sampling [0.0, 0.9075, 0.9965]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 27000.00, Rho = -1.230
(iter 24) [0.0, 0.2032, 0.0028] = 455.5167, sampling [0.0, 1.2718, 0.7695]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 28000.00, Rho = -1.230
(iter 24) [0.0, 0.2032, 0.0028] = 455.5167, sampling [0.0, 1.3737, 1.5616]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 29000.00, Rho = -1.230
(iter 24) [0.0, 0.2032, 0.0028] = 455.5167, sampling [0.0, 1.1741, 1.9245]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 30000.00, Rho = -1.230
(iter 24) [0.0, 0.2032, 0.0028] = 455.5167, sampling [0.0, 0.5633, 1.9801]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 31000.00, Rho = -1.230
(iter 24) [0.0, 0.2032, 0.0028] = 455.5167, sampling [0.0, 1.8668, 1.6171]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 32000.00, Rho = -1.230
(iter 24) [0.0, 0.2032, 0.0028] = 455.5167, sampling [0.0, 1.2166, 1.4103]. Recommendation = [0.0, -0.1339, 0.0864], Current Cost = 33000.00, Rho = -1.230
