(iter 5) [0.0, 0.1996, -0.1438] = 452.2893, sampling [0.0, -0.1312, 0.5123]. Recommendation = [0.0, 0.1996, -0.1438], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.1996, -0.1438] = 452.2893, sampling [0.0, -0.2687, 0.1089]. Recommendation = [0.0, 0.1996, -0.1438], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.2687, 0.1089] = 454.5556, sampling [0.0, 0.2024, 0.4103]. Recommendation = [0.0, 0.0318, 0.0547], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -0.2687, 0.1089] = 454.5556, sampling [0.0, -0.0648, 1.1729]. Recommendation = [0.0, 0.0318, 0.0547], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, -0.2687, 0.1089] = 454.5556, sampling [0.0, -0.7526, 0.3382]. Recommendation = [0.0, 0.0318, 0.0547], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, -0.2687, 0.1089] = 454.5556, sampling [0.0, -0.6217, 0.0297]. Recommendation = [0.0, 0.0318, 0.0547], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, -0.2687, 0.1089] = 454.5556, sampling [0.0, 0.0318, 0.0547]. Recommendation = [0.0, 0.0318, 0.0547], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, 0.0318, 0.0547] = 455.0744, sampling [0.0, -1.2324, 0.0748]. Recommendation = [0.0, -0.1376, 0.1623], Current Cost = 12000.00, Rho = -1.230
(iter 11) [0.0, 0.0318, 0.0547] = 455.0744, sampling [0.0, -0.4764, 0.4775]. Recommendation = [0.0, -0.1376, 0.1623], Current Cost = 13000.00, Rho = -1.230
(iter 11) [0.0, 0.0318, 0.0547] = 455.0744, sampling [0.0, 0.5653, 0.3644]. Recommendation = [0.0, -0.4304, 0.3221], Current Cost = 14000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, 0.3178, 0.6660]. Recommendation = [0.0, -0.4304, 0.3221], Current Cost = 15000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, 0.3447, 0.1380]. Recommendation = [0.0, -0.4304, 0.3221], Current Cost = 16000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, -0.7584, 0.8570]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 17000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, -0.1452, -0.1473]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 18000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, -0.4634, 0.7675]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 19000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, 0.9799, 1.3661]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 20000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, 1.1507, 0.9316]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 21000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, 0.5787, 1.2455]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 22000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, 0.8985, 0.6120]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 23000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, 1.5162, 1.3445]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 24000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, 0.6782, 1.9477]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 25000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, 1.2549, 0.4562]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 26000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, 0.8502, 0.8296]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 27000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, -0.7628, 1.4075]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 28000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, -0.4079, -0.0904]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 29000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, -1.0246, 0.7343]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 30000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, -0.6949, 0.6157]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 31000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, 0.5889, 0.5795]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 32000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, -0.0782, 0.2842]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 33000.00, Rho = -1.230
(iter 14) [0.0, 0.5653, 0.3644] = 455.9094, sampling [0.0, 1.0640, 1.1623]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 34000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, -0.9898, 1.0648]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 35000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, -0.4304, 0.3221]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 36000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, -0.6298, 1.0879]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 37000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, 0.7490, 0.2080]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 38000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, 0.5119, 0.0073]. Recommendation = [0.0, 0.2572, 0.1243], Current Cost = 39000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, -0.9031, 1.9813]. Recommendation = [0.0, 0.4287, 0.1840], Current Cost = 40000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, 0.7607, 0.5118]. Recommendation = [0.0, 0.4287, 0.1840], Current Cost = 41000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, 0.8174, 1.1806]. Recommendation = [0.0, 0.4287, 0.1840], Current Cost = 42000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, 0.1062, 0.2045]. Recommendation = [0.0, 0.4287, 0.1840], Current Cost = 43000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, -1.2827, 0.8768]. Recommendation = [0.0, 0.4287, 0.1840], Current Cost = 44000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, 1.9094, 1.9584]. Recommendation = [0.0, 0.4287, 0.1840], Current Cost = 45000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, 0.0169, -0.3493]. Recommendation = [0.0, 0.4287, 0.1840], Current Cost = 46000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, 0.5271, 0.2289]. Recommendation = [0.0, 0.0395, -0.1174], Current Cost = 47000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, -0.2429, 1.9298]. Recommendation = [0.0, 0.0395, -0.1174], Current Cost = 48000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, 0.0395, -0.1174]. Recommendation = [0.0, 0.0395, -0.1174], Current Cost = 49000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, -0.0336, 0.8270]. Recommendation = [0.0, 0.4287, 0.1840], Current Cost = 50000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, 1.2679, 1.1476]. Recommendation = [0.0, 0.4287, 0.1840], Current Cost = 51000.00, Rho = -1.230
(iter 34) [0.0, 1.0640, 1.1623] = 456.2049, sampling [0.0, -1.1561, 1.2603]. Recommendation = [0.0, 0.4287, 0.1840], Current Cost = 52000.00, Rho = -1.230
