(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, -0.4321, -0.1508]. Recommendation = [0.0, -0.7394, -0.1940], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, -0.3092, 0.1084]. Recommendation = [0.0, -0.4321, -0.1508], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, -0.1457, -0.1140]. Recommendation = [0.0, -0.3092, 0.1084], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, -0.1225, 0.1626]. Recommendation = [0.0, -0.3092, 0.1084], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, -0.0427, 0.0002]. Recommendation = [0.0, -0.3092, 0.1084], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, -0.2400, -0.1413]. Recommendation = [0.0, -0.0427, 0.0002], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.0499, 0.3013]. Recommendation = [0.0, -0.0427, 0.0002], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, -0.1890, 0.4810]. Recommendation = [0.0, -0.0427, 0.0002], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.2049, 0.0670]. Recommendation = [0.0, -0.0427, 0.0002], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.0830, -0.0318]. Recommendation = [0.0, 0.2049, 0.0670], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.2528, 0.3125]. Recommendation = [0.0, 0.2049, 0.0670], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, -0.0471, -0.2196]. Recommendation = [0.0, 0.2049, 0.0670], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.2490, 0.6212]. Recommendation = [0.0, 0.2049, 0.0670], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, -0.2020, -0.3703]. Recommendation = [0.0, 0.2049, 0.0670], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.1010, -0.1678]. Recommendation = [0.0, 0.2049, 0.0670], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.4115, 0.1059]. Recommendation = [0.0, 0.2049, 0.0670], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.3204, -0.0022]. Recommendation = [0.0, 0.4115, 0.1059], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.4840, 0.2803]. Recommendation = [0.0, 0.3052, 0.0614], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.4423, 0.5051]. Recommendation = [0.0, 0.3052, 0.0614], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.6430, 0.3818]. Recommendation = [0.0, 0.3052, 0.0614], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.6964, 0.2253]. Recommendation = [0.0, 0.3052, 0.0614], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.7181, 0.5781]. Recommendation = [0.0, 0.6275, 0.3504], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.5837, 0.5989]. Recommendation = [0.0, 0.3052, 0.0614], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.4883, 0.0445]. Recommendation = [0.0, 0.3052, 0.0614], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.6655, 0.5280]. Recommendation = [0.0, 0.3052, 0.0614], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.3052, 0.0614]. Recommendation = [0.0, 0.3052, 0.0614], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.6505, 0.7960]. Recommendation = [0.0, 0.6275, 0.3504], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.9302, 0.6442]. Recommendation = [0.0, 0.6275, 0.3504], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.7964, 0.5607]. Recommendation = [0.0, 0.6430, 0.3818], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.7394, -0.1940] = 398.4080, sampling [1.0, 0.8162, 0.3236]. Recommendation = [0.0, 0.6430, 0.3818], Current Cost = 5034.00, Rho = 1.000
