(iter 10) [0.0, 0.5845, -0.2334] = 423.0608, sampling [1.0, 0.3961, -0.3885]. Recommendation = [0.0, 0.5845, -0.2334], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.5845, -0.2334] = 423.0608, sampling [1.0, 0.4177, -0.2177]. Recommendation = [0.0, 0.3961, -0.3885], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.5845, -0.2334] = 423.0608, sampling [1.0, 0.2987, -0.1613]. Recommendation = [0.0, 0.4177, -0.2177], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.5845, -0.2334] = 423.0608, sampling [1.0, 0.2084, -0.1270]. Recommendation = [0.0, 0.2987, -0.1613], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.5845, -0.2334] = 423.0608, sampling [1.0, 0.0728, -0.2463]. Recommendation = [0.0, 0.2084, -0.1270], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.5845, -0.2334] = 423.0608, sampling [1.0, 0.1933, -0.3634]. Recommendation = [0.0, 0.2084, -0.1270], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.5845, -0.2334] = 423.0608, sampling [1.0, 0.1524, -0.1111]. Recommendation = [0.0, 0.2084, -0.1270], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.5845, -0.2334] = 423.0608, sampling [1.0, 0.0489, -0.1663]. Recommendation = [0.0, 0.1524, -0.1111], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.5845, -0.2334] = 423.0608, sampling [1.0, 0.0856, -0.0917]. Recommendation = [0.0, 0.1524, -0.1111], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.5845, -0.2334] = 423.0608, sampling [1.0, 0.1250, 0.0352]. Recommendation = [0.0, 0.0856, -0.0917], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.5845, -0.2334] = 423.0608, sampling [1.0, 0.3205, 0.0608]. Recommendation = [0.0, 0.1250, 0.0352], Current Cost = 5015.00, Rho = 1.000
