(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.0585, -0.2173]. Recommendation = [0.0, -0.0104, -0.5076], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.2447, -0.0965]. Recommendation = [0.0, 0.0585, -0.2173], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.0921, 0.0183]. Recommendation = [0.0, 0.2447, -0.0965], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.1730, 0.1138]. Recommendation = [0.0, 0.0921, 0.0183], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.0465, -0.0446]. Recommendation = [0.0, 0.0921, 0.0183], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.2171, -0.2462]. Recommendation = [0.0, 0.0921, 0.0183], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.3518, 0.0058]. Recommendation = [0.0, 0.0921, 0.0183], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.0808, 0.2625]. Recommendation = [0.0, 0.0921, 0.0183], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.0378, 0.0774]. Recommendation = [0.0, 0.0921, 0.0183], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.3855, 0.2944]. Recommendation = [0.0, 0.0921, 0.0183], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.3018, 0.3939]. Recommendation = [0.0, 0.0921, 0.0183], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.4554, 0.0548]. Recommendation = [0.0, 0.0921, 0.0183], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.5229, 0.1943]. Recommendation = [0.0, 0.0921, 0.0183], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.4755, 0.2910]. Recommendation = [0.0, 0.0921, 0.0183], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.3331, -0.1465]. Recommendation = [0.0, 0.4755, 0.2910], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, -0.0371, 0.0287]. Recommendation = [0.0, 0.4755, 0.2910], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, -0.0042, 0.1560]. Recommendation = [0.0, 0.4755, 0.2910], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, -0.0853, -0.1817]. Recommendation = [0.0, 0.4755, 0.2910], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, -0.0256, -0.1977]. Recommendation = [0.0, 0.4755, 0.2910], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.0530, 0.4215]. Recommendation = [0.0, 0.4755, 0.2910], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0104, -0.5076] = 429.5063, sampling [1.0, 0.4446, -0.0305]. Recommendation = [0.0, 0.4755, 0.2910], Current Cost = 5025.00, Rho = 1.000
