(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.2188, 0.7436]. Recommendation = [0.0, -1.2102, 1.6383], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.7468, 1.2011]. Recommendation = [0.0, -1.2102, 1.6383], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.3144, 0.2496]. Recommendation = [0.0, -1.2102, 1.6383], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, 0.0888, 1.0927]. Recommendation = [0.0, -0.3144, 0.2496], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.6565, 0.6152]. Recommendation = [0.0, -0.3144, 0.2496], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, 0.0979, 0.4210]. Recommendation = [0.0, -0.3144, 0.2496], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -1.1460, 1.1706]. Recommendation = [0.0, -0.3144, 0.2496], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.9777, 1.4682]. Recommendation = [0.0, -0.3144, 0.2496], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.6364, 0.2622]. Recommendation = [0.0, -0.3144, 0.2496], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.9300, 0.7706]. Recommendation = [0.0, -0.4686, 0.3711], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, 0.2387, 0.7293]. Recommendation = [0.0, -0.4686, 0.3711], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.4496, 0.9315]. Recommendation = [0.0, -0.4686, 0.3711], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.3005, 0.4621]. Recommendation = [0.0, -0.4686, 0.3711], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.0753, 0.0611]. Recommendation = [0.0, -0.4686, 0.3711], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.4877, 0.0998]. Recommendation = [0.0, -0.1713, 0.2000], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.9263, 0.9705]. Recommendation = [0.0, -0.1713, 0.2000], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.5163, 0.4504]. Recommendation = [0.0, -0.1713, 0.2000], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.1378, 0.3608]. Recommendation = [0.0, -0.1713, 0.2000], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.5220, 1.5927]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -1.2366, 0.7896]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.8076, 0.3739]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -1.4523, 1.3874]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.2543, -0.0655]. Recommendation = [0.0, -0.1713, 0.2000], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.7900, 0.8178]. Recommendation = [0.0, -0.1713, 0.2000], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -1.0204, 0.5418]. Recommendation = [0.0, -0.1713, 0.2000], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.0251, 0.6707]. Recommendation = [0.0, -0.1713, 0.2000], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.9610, 1.2614]. Recommendation = [0.0, -0.1713, 0.2000], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -1.2861, 1.4481]. Recommendation = [0.0, -0.1713, 0.2000], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.1713, 0.2000]. Recommendation = [0.0, -0.1713, 0.2000], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, 0.4390, 0.5237]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, 0.1369, 0.2447]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -1.3173, 1.1189]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -1.0748, 0.9210]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -1.0969, 1.4004]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, 0.3139, 0.3397]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, 0.2040, 0.5463]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, 0.4822, 0.7559]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.4435, -0.0771]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.6797, 0.4831]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.7508, 1.0165]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.3284, 1.2115]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.9663, 0.1605]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.3736, 0.7070]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.4641, 0.2348]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, 0.1056, 0.0503]. Recommendation = [0.0, -0.4165, 0.2105], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -0.0402, -0.1284]. Recommendation = [0.0, 0.0403, 0.1443], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -1.0828, 1.8425]. Recommendation = [0.0, -0.0381, 0.0163], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -1.2102, 1.6383] = 448.4018, sampling [1.0, -1.4261, 1.7514]. Recommendation = [0.0, -0.0381, 0.0163], Current Cost = 5052.00, Rho = 1.000
