(iter 10) [0.0, 0.4059, -0.0141] = 452.7506, sampling [1.0, 0.1486, 0.3309]. Recommendation = [0.0, 0.4059, -0.0141], Current Cost = 5005.00, Rho = 0.578
(iter 10) [0.0, 0.4059, -0.0141] = 452.7506, sampling [1.0, 0.3980, 0.7101]. Recommendation = [0.0, 0.4059, -0.0141], Current Cost = 5006.00, Rho = 0.578
(iter 10) [0.0, 0.4059, -0.0141] = 452.7506, sampling [1.0, 0.4813, 0.2798]. Recommendation = [0.0, 0.4059, -0.0141], Current Cost = 5007.00, Rho = 0.578
(iter 10) [0.0, 0.4059, -0.0141] = 452.7506, sampling [1.0, 0.0378, 0.0127]. Recommendation = [0.0, 0.4059, -0.0141], Current Cost = 5008.00, Rho = 0.578
(iter 10) [0.0, 0.4059, -0.0141] = 452.7506, sampling [1.0, 0.0549, 0.5534]. Recommendation = [0.0, 0.4059, -0.0141], Current Cost = 5009.00, Rho = 0.578
(iter 10) [0.0, 0.4059, -0.0141] = 452.7506, sampling [1.0, 1.0236, 1.6170]. Recommendation = [0.0, 0.4059, -0.0141], Current Cost = 5010.00, Rho = 0.578
(iter 10) [0.0, 0.4059, -0.0141] = 452.7506, sampling [1.0, -0.1448, 0.3415]. Recommendation = [0.0, 0.4059, -0.0141], Current Cost = 5011.00, Rho = 0.578
(iter 10) [0.0, 0.4059, -0.0141] = 452.7506, sampling [1.0, 0.1406, 0.1346]. Recommendation = [0.0, 0.4059, -0.0141], Current Cost = 5012.00, Rho = 0.578
(iter 10) [0.0, 0.4059, -0.0141] = 452.7506, sampling [1.0, 0.6337, 1.1755]. Recommendation = [0.0, 0.4059, -0.0141], Current Cost = 5013.00, Rho = 0.578
(iter 10) [0.0, 0.4059, -0.0141] = 452.7506, sampling [1.0, 0.0921, 0.9606]. Recommendation = [0.0, 0.4059, -0.0141], Current Cost = 5014.00, Rho = 0.578
(iter 10) [0.0, 0.4059, -0.0141] = 452.7506, sampling [1.0, 0.3257, 0.4035]. Recommendation = [0.0, 0.4059, -0.0141], Current Cost = 5015.00, Rho = 0.578
